지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),평균운량(1/10),합계 일조시간(hr),합계 일사량(MJ/m2),최심적설(cm)
189,서귀포,2017-07,27.5,35.8,23.1,95,51.8,22.5,13.4,11.2,1.8,5.1,9.7,,183.4,,
189,서귀포,2017-08,28.2,35.3,22.7,84,231.8,93.6,45.7,25.3,1.8,5.6,9.7,,244.6,,
189,서귀포,2017-09,24.2,30.2,18.3,76,102.8,32.6,11.9,8.9,2.1,7.5,14.8,,155.2,,
189,서귀포,2017-10,19.8,27.5,11.4,76,231.4,111.9,33.1,7.6,2.3,8.9,15.3,,173.6,,
189,서귀포,2017-11,13.8,22.5,5.2,66,6.7,3.1,,,1.4,6.8,11.8,,187.3,,
189,서귀포,2017-12,7.3,16.3,.5,61,13.3,5.4,,,1.6,7.9,12.3,,184,,
189,서귀포,2018-01,5.9,16.2,-3,69,63.7,32.3,,,1.6,5.3,13.7,,163.4,,
189,서귀포,2018-02,6.3,16,-2.6,64,10.5,5.5,,,1.8,10.9,18.8,,148.1,,
189,서귀포,2018-03,11.8,19.8,3.2,79,151.6,48.3,,,2.1,8.5,16.6,,192.7,,
189,서귀포,2018-04,15.8,24.5,3.5,77,312,144.5,32.5,10.5,1.6,6.4,13.1,,189.3,,
189,서귀포,2018-05,18.7,25.7,11,84,356.1,161,28.6,6.3,2,7.3,13.1,,146.2,,
189,서귀포,2018-06,22,29.3,15.9,89,304.3,92.9,37,10.2,1.7,6.6,11.5,,74.4,,
189,서귀포,2018-07,26.7,33.3,19.4,93,23.2,18.1,4.5,3.2,1.8,7.2,15.5,5.2,225.9,,
189,서귀포,2018-08,27.8,33.5,22.9,92,159.6,66.5,24.6,6,2.2,11.9,21,5.4,228.4,,
189,서귀포,2018-09,23.5,31.2,15.9,85,473.8,199.1,120.7,28.6,2,6.8,14.6,6.6,150.5,,
189,서귀포,2018-10,17.8,27,9.8,69,210.2,172.5,26.1,6.8,1.8,8.5,15.9,4.3,224.3,,
189,서귀포,2018-11,14.5,21.8,5.6,71,55.6,33.5,,,1.6,5.2,14.2,4.4,165.3,,
189,서귀포,2018-12,9.8,21.8,.4,72,45.6,10.5,,,1.5,5.9,11.3,6.7,114.4,,
189,서귀포,2019-01,7.8,14.7,2,66,21.7,14.9,,,1.4,5.3,11.4,5.3,175.6,,
189,서귀포,2019-02,9.3,17.8,2.2,67,37.7,15.1,,,1.6,8.5,14.4,6.5,144.7,,
189,서귀포,2019-03,11.6,21.9,4.2,63,64.8,18.4,,,1.9,8.5,13.2,5.2,213,,
189,서귀포,2019-04,15,24.5,5.4,76,89.2,39.4,13.9,6.6,1.7,5.7,11.1,5.5,200.6,,
189,서귀포,2019-05,19.9,29.7,12.1,66,376.7,197.3,43.9,9.9,1.6,8.5,15,5.5,257.3,,
189,서귀포,2019-06,21.7,28.8,15.6,89,189.1,116.8,30.1,13.9,1.6,6.8,12.3,6.2,209.5,,
189,서귀포,2019-07,24.2,30.5,18.6,97,452.1,152.9,54.5,18.9,1.9,10.3,17.3,8,115.3,,
189,서귀포,2019-08,27.1,32.2,20,93,317.3,93.7,38.4,12.5,1.7,6.4,11.9,6.1,198.8,,
189,서귀포,2019-09,24.1,29.5,16.9,92,394.9,78.9,24.1,8,2.3,12.4,23.5,6.6,151.6,,
189,서귀포,2019-10,20,27.9,13.1,78,150.6,102.8,53.4,22.4,2,11.2,19,4.3,238.3,,
189,서귀포,2019-11,15.6,23.4,7,75,31.3,9.9,,,1.8,7.9,12.9,4.6,189.3,,
189,서귀포,2019-12,10.7,19.8,3.4,73,84.9,34.3,,,1.5,7.4,14.4,6.4,145.9,,
189,서귀포,2020-01,9.4,18.4,2.7,77,110.1,32.6,,,1.7,9.1,16,6.7,127.7,,
189,서귀포,2020-02,9.7,18.6,-.2,75,95.5,60.1,,,1.7,7.6,17.8,5.4,176.4,,1.8
189,서귀포,2020-03,12.3,21.1,3.1,73,132.2,80.4,,,1.7,6.4,13.1,5.4,213.6,,
189,서귀포,2020-04,13.9,21,7.1,65,81.8,32.6,13.5,3.2,1.7,6.8,11.9,4.2,265.3,,
189,서귀포,2020-05,18.7,26.9,12,90,244,108.4,23.9,8.3,1.6,6.6,14.1,6.1,196.7,,
189,서귀포,2020-06,22.4,28.1,14.6,91,406.1,123.2,45.3,15.2,1.6,9.9,15.5,7.2,151.6,,
189,서귀포,2020-07,23.4,29.2,18.9,93,322,70.8,24.7,10.2,1.6,7.3,13.6,8.1,112.9,,
189,서귀포,2020-08,27.4,31.3,23.8,92,159.2,67.4,25,10.8,1.8,10,17.2,6.5,183,,
189,서귀포,2020-09,22.1,29.7,15.6,82,424.9,235,48.4,13,2.1,12.3,23.4,6.7,164.6,,
189,서귀포,2020-10,18.5,24.7,11.6,68,39.2,25,3.9,1.1,1.7,8.7,17,4.8,217.4,,
189,서귀포,2020-11,15.1,23.5,6.7,73,11.7,3.8,,,1.5,5.9,11.2,5,175.3,,
189,서귀포,2020-12,8.3,15.8,-2.1,68,62.9,53.2,,,1.4,4.9,13.2,5.2,182.4,,4
189,서귀포,2021-01,7.2,17.1,-3.4,70,54.6,21.6,,,1.8,6.2,14.8,6,162.5,,4
189,서귀포,2021-02,10.1,23.6,-2.3,70,51.2,25,,,2.2,8.5,18.3,5.1,175.3,,1.7
189,서귀포,2021-03,13.3,20.9,4.7,75,156.3,35.2,,,1.8,7,13.2,5.3,200.6,,
189,서귀포,2021-04,16,23.7,8.8,68,182,117.9,19,4.2,2.1,6.9,13.1,5.3,229.9,,
189,서귀포,2021-05,19,27.9,10.8,77,159.2,52.6,13.9,3.9,1.7,10.1,17,6.2,234.4,,
189,서귀포,2021-06,22.8,29,18.2,86,200.8,92.8,15.8,5.1,1.6,5.5,10.9,7,186.1,,
189,서귀포,2021-07,26.6,32,22.2,90,218.4,88.1,34.5,13.2,2,6.3,11.9,7.6,157.8,,
189,서귀포,2021-08,26.3,32.9,21.8,89,318.4,69.9,37,10.6,1.8,8.8,17,6.9,179.5,,
189,서귀포,2021-09,24.3,29.5,19,86,692.4,219.7,67.2,19,2.3,7.9,15.2,6.9,169.8,,
189,서귀포,2021-10,20.4,28.7,9.9,72,33.4,26.7,4,1.1,1.6,5.4,10.4,4.9,228.5,,
189,서귀포,2021-11,14.2,22.3,6.4,64,55,36.7,,,1.8,8,14.8,4.6,199.1,,
189,서귀포,2021-12,9.3,18.6,-1.1,64,14.5,11.7,,,1.5,6.3,12.3,5,189.5,,1
189,서귀포,2022-01,7.5,13.9,.8,70,33.8,21.6,,,1.5,5.6,12.1,6.3,177.8,,
189,서귀포,2022-02,6.1,14,-1,62,18.6,5.2,,,1.6,5.7,13.5,5.5,173.4,,
189,서귀포,2022-03,12.5,20.7,3.6,72,104.8,26.2,,,1.7,11.2,18,5.9,179.9,,
189,서귀포,2022-04,16.2,24.5,7,70,125.4,62.1,18.3,6.9,1.7,7.1,13.2,5.3,219.5,,
189,서귀포,2022-05,19.5,29.6,12.1,68,31.8,21.8,3.8,1,1.5,5.6,10.4,5.6,241,,
189,서귀포,2022-06,22.5,28.7,17.3,90,269.7,110.8,28.4,10.8,1.7,6.2,11.4,7.8,136.5,,
189,서귀포,2022-07,27,32.4,22.9,87,272,85.2,57.3,15.4,1.6,7.9,15.1,6.6,202.7,,
189,서귀포,2022-08,27.7,31.8,21.4,85,263.1,212.5,54.4,22.4,1.8,6.2,13.2,6.8,219,,
189,서귀포,2022-09,24.3,34.8,18.2,77,326.1,121,25.5,14.8,2.5,9.5,20.3,7.2,160.8,,
189,서귀포,2022-10,19,27.9,11.5,67,11.8,7.1,2.6,.9,1.9,5.7,12.2,4.3,214.8,,
189,서귀포,2022-11,16.4,24.1,5.2,70,79.9,41.1,,,1.7,5.9,13,4.9,193.3,,
189,서귀포,2022-12,7.4,16.9,-1.8,65,24.3,7.5,,,1.5,4.8,11.5,6.1,148.1,,7.9
189,서귀포,2023-01,7.4,17.8,-4.5,67,71.2,45.7,,,1.5,8.5,13.7,5.4,165.9,,3.5
189,서귀포,2023-02,9.4,16.1,1,68,59.6,16,,,1.6,6.7,12.8,5.5,161,,
189,서귀포,2023-03,13.5,22.9,3.8,68,56.1,13.4,,,1.7,6.6,13.7,5.3,202.5,,
189,서귀포,2023-04,15.8,25.6,6.7,70,191.1,130.4,27.3,5.8,2.2,7.5,15.7,5.4,200.8,,
189,서귀포,2023-05,18.8,24.6,11.8,81,574.3,287.8,31.4,8.4,1.8,9.2,15.4,7,168.1,,
189,서귀포,2023-06,22.6,27.7,15.7,85,418.5,146.1,32.6,11,1.4,4.5,9.1,7.5,153.7,,
189,서귀포,2023-07,26.2,31.6,21.1,92,378.8,112.1,44.9,13.2,1.4,6.6,11.6,8.7,78.6,,
189,서귀포,2023-08,28,34.1,23.3,78,218.9,75.6,18.3,17,1.9,6.8,13.3,5.1,250.9,,
189,서귀포,2023-09,25.8,31.7,18.9,75,126.4,37.4,21.8,13,1.7,6.7,11.9,5.9,217.7,,
192,진주,2000-01,1.1,13.1,-10.8,63,24.2,8.4,,,1.5,7.1,13,4,177.8,173.53,
192,진주,2000-02,1.2,13.8,-9.8,45,.2,.2,,,2,10,14,2.6,234.2,360.91,
192,진주,2000-03,7,20.7,-9,55,23,13.8,,,1.9,7.8,12,3.3,250.1,519.21,
192,진주,2000-04,12.7,25.7,-2.2,58,50,25.2,10.7,6,2,7.8,14,4.5,215.1,542.48,
192,진주,2000-05,18.4,37,5.1,67,68.7,28.5,6.5,1.9,1.7,7.5,11,4.9,218.8,586.32,
192,진주,2000-06,22.3,34.9,12.4,73,123.6,50,7.7,4,1.6,6.9,10,6.9,149.8,471.26,
192,진주,2000-07,26.5,34.2,17.9,78,379.7,99.7,30.9,12.5,2,7.8,12,6.6,174.3,529.2,
192,진주,2000-08,26.4,35.1,19.8,80,484.7,166,42.5,11.5,1.6,9.9,16,6.4,156.5,463.43,
192,진주,2000-09,20.5,32.8,8.2,77,316.1,121,15,8.5,1.8,8.4,17,6.2,139,389.16,
192,진주,2000-10,15.2,27.8,2.1,74,26.1,12,3.5,.7,1.2,4.8,9,5.3,168.2,374.26,
192,진주,2000-11,7.5,21.6,-5.5,69,50.1,14,,,1.4,5.7,11,4.1,175.4,301.48,
192,진주,2000-12,1.6,16.5,-9.7,58,.5,.3,,,1.5,6.1,11,2.3,208.6,287.57,
192,진주,2001-01,-.7,10.3,-15.4,59,58.9,25.8,,,1.9,6.4,13,4,170,276.46,17.4
192,진주,2001-02,2.3,17.9,-9.3,56,80,29.5,,,1.7,9.3,16,4.3,169.6,324.33,
192,진주,2001-03,7,23.6,-6.5,51,15.5,6,,,2.3,6.6,14,4,226.2,500.88,2.7
192,진주,2001-04,13.1,27.7,-3.1,57,48.5,22,5.4,1.1,1.8,7.7,12,3.6,250.1,601.99,
192,진주,2001-05,18.8,31.5,6.6,65,41.8,20,4.1,1.5,1.7,7,12,5.7,197.2,578.16,
192,진주,2001-06,22.5,32.8,8.9,73,323.5,138.5,26,11.5,1.6,7.9,14,6.8,133.1,441.28,
192,진주,2001-07,26.5,37.2,17.2,77,266.6,57,28.5,13.5,1.7,6.5,14,5.5,185.3,550.49,
192,진주,2001-08,26.2,36.7,14.2,75,137.1,46.5,36.6,13.5,1.4,5.8,11,5.4,191.4,521.9,
192,진주,2001-09,21.4,31.4,9.7,72,107.3,42,12,4.5,1.5,6.7,12,4.8,194.6,482.72,
192,진주,2001-10,15.9,27,5,76,82.6,37.5,7.5,2.7,1,5.3,9,5.1,167.9,377.83,
192,진주,2001-11,6.5,23.2,-6.1,67,11,6,,,.9,5.5,10,2.9,201.6,326.78,
192,진주,2001-12,1.7,14.9,-9.2,58,43.5,29,,,1.3,7.9,15.1,3.4,202.8,287.04,
192,진주,2002-01,2.3,16.8,-11.5,60,55.1,20,,,1.7,8.1,20.8,3.8,195.3,288.58,1
192,진주,2002-02,3.1,16.6,-9.3,55,8.6,8,,,1.4,7.7,14.2,3.1,207.2,364.7,
192,진주,2002-03,8.7,23,-6.7,57,100.7,37,,,1.9,8.3,16,3.9,224.2,482.64,
192,진주,2002-04,14.1,28.4,.2,62,152.1,41,13.5,6,1.9,8.8,16,5.2,189.1,504.19,
192,진주,2002-05,17.5,31,7.3,70,150.6,45,16.5,8,1.5,8.6,13.2,6,174.5,523.3,
192,진주,2002-06,22,33.4,10,67,81.7,54.5,13.5,3,1.7,7.7,12.5,4.8,218.1,567.44,
192,진주,2002-07,25.4,35.1,20,79,300,120.5,23.5,9,1.9,8.7,14.2,7.1,127.1,434.93,
192,진주,2002-08,25,35.5,18.1,81,760.1,210,44,10,1.8,11.4,24.3,7.7,115.5,385.65,
192,진주,2002-09,20.9,34,10.1,75,116.5,66.5,15.5,4,1.4,8.9,14.5,5,188.6,474.17,
192,진주,2002-10,13.4,28.1,-2.6,72,52.1,18.5,5.5,1.5,1.3,7.1,13.8,4.4,204.6,403.02,
192,진주,2002-11,5.3,20.7,-6.8,59,7,6.5,,,1.6,7.4,13.9,2.8,211.2,332.88,
192,진주,2002-12,3.2,17.7,-9.1,63,32.6,18,,,1.5,8.5,13.9,4.7,185.2,269.88,.9
192,진주,2003-01,-.9,12.7,-13.1,56,30.4,15.5,,,1.6,8.3,15.6,2.9,209.5,311.86,13.5
192,진주,2003-02,3.3,14.1,-8.1,63,57.5,26,,,1.3,6.7,12.7,4.2,175.7,322.15,
192,진주,2003-03,6.9,19.6,-3.9,63,58,29,,,1.7,8,14.3,5,196.3,452.51,2.1
192,진주,2003-04,13.4,25.9,0,66,235.5,49.5,19.5,5,1.9,7.2,14.8,5.5,183.5,480.44,
192,진주,2003-05,17.7,28.6,4.6,72,293,128,16,4,1.6,6.6,12.5,5.7,180,526.37,
192,진주,2003-06,21.9,30.5,13.7,75,259.6,108.5,17.5,4,1.7,8.2,15.9,6.9,139,467.29,
192,진주,2003-07,22.9,32.7,16.5,84,481,70.5,42,15.5,1.5,6.7,13.7,8.1,81,349.96,
192,진주,2003-08,24.8,33.5,18.1,82,343,51,37.5,15,1.5,6.6,10.7,6.9,123.5,421.32,
192,진주,2003-09,22.4,31.9,9,79,321.1,259.5,56,13,1.5,18.9,31.3,6,146,396.94,
192,진주,2003-10,13.9,26.9,-.1,67,10,6.5,2.5,1,1.3,7.4,13.8,3,233,445.7,
192,진주,2003-11,10.3,24.8,-4.9,74,53.6,16,,,1.3,8.2,13.8,5,144.7,252,
192,진주,2003-12,2.3,16.2,-9.9,57,8.5,7.5,,,1.6,7.2,15.2,2,221.8,301.46,
192,진주,2004-01,-.2,12.6,-13.3,55,.1,.1,,,1.4,7,14.9,2.4,217,308.11,
192,진주,2004-02,3.6,20.2,-9.9,52,78,41.7,,,1.8,7.6,15.3,2.5,227,370.06,.5
192,진주,2004-03,7.6,23,-6.1,54,42.6,16.5,,,2,9.6,18.3,3.5,230.2,487.62,.5
192,진주,2004-04,13.6,29,-.4,59,129.8,52.5,14,4.5,1.7,7.6,12.7,3.6,227.9,557.82,
192,진주,2004-05,18.2,31.5,5.7,71,161.5,41,10,5.5,1.6,8,17.1,5.9,176.8,498.53,
192,진주,2004-06,22.2,32.9,10.4,71,243,119.5,19,8,1.3,6.1,11.9,6.1,180.6,516.23,
192,진주,2004-07,26.9,37.3,20.5,78,229.5,87,38.5,29.5,2.2,8.6,14.5,5.5,201.5,548.15,
192,진주,2004-08,26.2,35.6,19.2,76,348.5,139.5,19,12.5,1.5,10.2,18.3,5.9,164.9,493.01,
192,진주,2004-09,21.9,31.8,12.8,79,213.6,50,30.5,12.5,1.5,7,14.4,6.7,116.6,372.49,
192,진주,2004-10,14.7,26.9,2,69,12.2,12,2.5,1,1.4,6.1,12.8,3.1,224.3,438.3,
192,진주,2004-11,9,24.4,-3.2,71,85.1,70,,,1,7.6,14.6,3.2,203.1,327.27,
192,진주,2004-12,3.8,18.3,-6.7,61,31.1,30,,,1.3,7.6,15.9,3.4,200,277.83,.4
192,진주,2005-01,-.1,12.1,-10.7,52,11.7,7.5,,,1.8,8,16.1,3.1,206.6,306.14,3
192,진주,2005-02,1.2,13.1,-9.1,53,43.6,24.5,,,2.1,7.8,17.3,4.1,166.1,316.68,2.5
192,진주,2005-03,5.9,20.7,-7.3,54,85,35,,,2.2,7.7,14.7,3.6,240.3,510.53,
192,진주,2005-04,13.8,27.1,-.6,59,102.2,58,17.5,4,2.1,8.4,17.3,3.6,251.7,590.43,
192,진주,2005-05,18.2,30.4,5,63,90.9,31,14,3.5,1.6,8.1,13.2,4.5,267.9,679.06,
192,진주,2005-06,23.4,35.1,13.6,73,113.5,41,9.5,4,1.7,7.2,13.5,6,189.5,538.48,
192,진주,2005-07,25.8,36.7,19.9,81,273.6,72,36,9,1.4,6.3,13.3,6.5,145,461.21,
192,진주,2005-08,25.9,35.5,17.3,81,297.3,131,34,8.5,1.5,6.8,15.5,6.2,151.6,446.5,
192,진주,2005-09,22.9,34.4,12.2,79,54.8,11.5,6,3,1.6,8.8,17.1,6.8,124.3,369.93,
192,진주,2005-10,15.1,28.3,0,72,9,5,2.5,1,1.2,5.6,9.4,4.1,193.9,403.6,
192,진주,2005-11,8.2,24.6,-6.3,64,31.5,16.5,,,1.1,6.7,10.9,2.5,209.4,309.61,
192,진주,2005-12,-.8,14.7,-13.9,53,.6,.4,,,1.3,7.5,13.6,2.4,216.5,304.24,.3
192,진주,2006-01,1,11.8,-11.7,60,28,18.5,,,.8,6.7,12.9,4.4,164.7,273.56,
192,진주,2006-02,2.1,16.7,-13.3,57,30.8,9,,,1.4,9.3,16.1,4.2,186.7,355.64,5.3
192,진주,2006-03,6.9,20.4,-6.9,53,14,7.5,,,1.6,8.7,16.3,3.3,242.7,526.72,
192,진주,2006-04,12.3,26.2,.6,64,140,36,9,5,1.7,12.9,19.4,4.9,178.6,483.59,
192,진주,2006-05,17.7,30.3,6,71,284.5,139.5,33.5,7,1.4,6.4,12.7,5.9,163.6,514.69,
192,진주,2006-06,22,31.8,13.3,74,268.6,98.5,39.5,13.5,1.3,5.5,11.9,5.9,186.7,558.64,
192,진주,2006-07,24.2,34.3,18.3,86,630.9,203,52.5,15,1.2,12.5,25.1,8.2,79.2,328.75,
192,진주,2006-08,27.6,37.5,20,77,106.6,33.5,14,10.5,1.3,6.1,16.2,5.3,209.6,553.52,
192,진주,2006-09,20.2,31.6,10.3,74,99.5,50,6.5,1.5,1.2,7.2,15,5.6,169.9,474.61,
192,진주,2006-10,17.5,28.6,6.1,73,39.5,38.5,13,4.5,.9,7.5,13.2,3,234.6,486.57,
192,진주,2006-11,9.6,24.2,-2.6,65,20.1,16.5,,,1.3,8.3,16.5,4.7,148.9,308.59,
192,진주,2006-12,2.3,16.5,-11.2,67,11.5,5,,,1,10,18.8,3.7,195.5,324.76,
192,진주,2007-01,1.1,13.3,-10.3,62,2.8,1.5,,,1,11.1,21,3.6,183.7,351.66,1.5
192,진주,2007-02,4.3,18.5,-10.7,64,60.7,37.5,,,1.2,10.4,15.7,2.6,203.4,411.34,
192,진주,2007-03,8,20.9,-6.5,61,96.7,57.5,,,1.7,11.4,20.4,5,190.8,491.13,
192,진주,2007-04,12.5,26.3,-1.2,59,35.8,24,5.5,1.5,1.6,10.4,18.3,4.9,215.1,595.15,
192,진주,2007-05,18.7,31.6,6.3,65,97.9,35.5,8.5,5,1.7,7.7,14.8,4.5,242.2,681.88,
192,진주,2007-06,22.4,32,12.9,74,54.5,13,7,4,1.5,6.5,11,6.4,155.5,535.77,
192,진주,2007-07,24.7,36.2,18.6,82,245.7,90.5,18.5,10,1.3,7.4,15.1,6.8,134.5,490.53,
192,진주,2007-08,27.1,35.8,19.6,81,506.5,207.5,56.5,17.5,1.4,8.1,14.8,6.4,157.9,500.56,
192,진주,2007-09,22.2,31.5,15.1,83,471.4,129,58,15.5,1,7.4,15,7.4,104.4,348.69,
192,진주,2007-10,16.3,28.1,1.8,73,96.5,42.5,13,6,.8,7.7,14.4,4.4,196.5,461.17,
192,진주,2007-11,7.4,20.8,-5.8,66,0,0,,,.8,6.5,11.9,2.6,213.5,331.05,
192,진주,2007-12,3.4,16.2,-5.8,69,32.5,10,,,.8,6.6,11.2,3.7,164.2,270.43,
192,진주,2008-01,1.8,13.1,-9,61,46.1,21.5,,,1.1,6,11,4.5,170.1,235.03,
192,진주,2008-02,1.1,14.4,-10.6,50,9,8,,,1.5,6.7,15.6,2.1,235.4,355.96,
192,진주,2008-03,8.1,20.2,-5,61,36.3,16,,,1.3,8.4,13.2,3.2,219.3,418.31,
192,진주,2008-04,13.8,26.1,.6,63,68.5,22,5,2,1.5,9.4,14.4,4.6,207.5,467.58,
192,진주,2008-05,18.2,32.6,5.5,66,108.5,65.5,15,5.5,1.4,6.5,12.3,4.3,218.3,528.09,
192,진주,2008-06,20.9,32.2,10.6,75,337.6,98,29.5,10,1.3,5.1,10.7,7.5,104.8,377.55,
192,진주,2008-07,27.3,35.5,19.5,77,93.6,53,20.5,12,1.3,6.1,11.2,6.8,162.4,481.1,
192,진주,2008-08,25.9,34.4,16,72,100.4,29.5,14,8.5,1.4,5.9,10.2,6.3,179,455.41,
192,진주,2008-09,22.9,33.3,6.2,72,36.2,15,13,9,1,5.4,12.7,6.3,151.1,371.46,
192,진주,2008-10,16.8,29.3,4.1,66,35.2,35,8.5,2.5,.9,5.6,9.4,4.2,213,430.43,
192,진주,2008-11,8.6,21.3,-6.3,68,11.3,5.5,,,1.1,7,12.5,4.5,179.9,310.65,
192,진주,2008-12,2.5,18.3,-10.2,62,2.9,2,,,1,7.8,16,2.7,191,288.62,
192,진주,2009-01,-.4,12.7,-14.1,58,11.5,5.5,,,1.2,7.2,12.5,2.7,195.9,322.26,
192,진주,2009-02,5.9,19.1,-7.9,61,67.2,31,,,1.1,6.5,14.6,5.1,160.4,326.26,2.9
192,진주,2009-03,8.7,22.8,-5,54,69.9,30.5,,,1.6,6.2,13.3,4.8,208.1,508.42,
192,진주,2009-04,13.9,27.4,-1.4,56,130.2,100.5,15,3,1.4,8.1,12.4,3.7,235.8,606.8,
192,진주,2009-05,19.3,31.5,6.3,62,142.5,102.5,19.5,5.5,1.3,6.3,10.7,4,236.2,658.73,
192,진주,2009-06,22.3,32.6,9.7,70,177.6,97,20,11,1.4,5.8,12.9,5.5,157.8,560.54,
192,진주,2009-07,23.7,32.2,17.1,80,734.6,175.5,51.5,15,1.4,5.3,13,7.8,90.9,424.73,
192,진주,2009-08,24.5,33.1,16,74,128.2,56.5,15.5,6,1.2,4.3,17,6.7,121.7,458.11,
192,진주,2009-09,21.6,31.9,12,72,39.5,30,6.5,1.5,1.1,5.9,11.3,5,176.2,482.02,
192,진주,2009-10,15.3,27,4,67,45,30,11,3.5,1.1,7.6,14.6,3.2,243.3,468.65,
192,진주,2009-11,8.4,24.6,-5,64,34.2,17.5,,,1.3,5.7,13.4,4.5,159.8,289.09,
192,진주,2009-12,1.8,17.3,-10.5,61,28.5,18,,,1.1,7.7,12.8,3.3,199.9,300.28,.1
192,진주,2010-01,-.5,15.5,-12.5,57,27.5,14.5,,,1,6.5,13.7,2.9,206.1,336.7,0
192,진주,2010-02,3.5,18.5,-9.4,62,157.5,86,,,1.2,6.4,12.9,5.2,140.5,295.77,0
192,진주,2010-03,6.5,21.4,-5.3,63,130.4,37,,,1.5,7.7,15.2,6.4,120.6,369.25,3.4
192,진주,2010-04,10.4,25.3,-1.4,62,183.4,46,11,2.5,1.6,8.5,14.5,5.6,177.7,517.4,
192,진주,2010-05,17.3,30.7,1.6,67,205.1,100,23.5,7,1.4,9.8,16.2,4.9,224,645.88,
192,진주,2010-06,22,32,8,70,53.9,28,7.5,2,1.2,4.3,11.6,5.9,183,580.84,
192,진주,2010-07,25.1,32.9,19.5,81,418.5,165.5,31,8.5,1.2,4,11.9,7.2,115.6,492.82,
192,진주,2010-08,27,35.2,21.6,81,377.1,132.5,49,22.5,1.2,5.5,11.5,6,151.1,493.26,
192,진주,2010-09,22.7,33.9,8.5,76,247,65,31.5,16,1.1,6.6,13.9,5.3,186.2,482.81,
192,진주,2010-10,15.3,26.2,-.9,71,68.3,21,12,6.5,1.1,6.5,13.9,4.5,200.3,444.22,
192,진주,2010-11,6.7,19.8,-5.1,63,4.5,4.5,,,.9,6.3,11.2,2.3,218.5,359.17,
192,진주,2010-12,1.7,17.9,-9.4,59,22.8,19.5,,,1.1,7.5,14.2,2.9,185.9,289.27,.3
192,진주,2011-01,-3.1,8,-15.6,47,,,,,1,6.7,12.7,2.2,235.1,380.88,
192,진주,2011-02,2.6,19.9,-11.1,62,87.6,65,,,1,5.5,10.4,3.9,173.7,343.82,.5
192,진주,2011-03,5.4,21.5,-6.1,48,28.3,23.5,,,1.7,6.7,13.6,2.8,249.5,571.86,
192,진주,2011-04,12,24.1,-1.8,60,149.5,42,18.5,4.5,1.6,7.1,13.3,4.2,235.2,615.69,
192,진주,2011-05,17.5,27.3,5.7,70,198.6,118,26,6,1.4,6.9,13.1,6.1,174.7,570.65,
192,진주,2011-06,22.2,30.9,13.7,75,239.5,75.5,19,7,1.5,5.8,11.8,6.6,148,554.91,
192,진주,2011-07,25.4,34.3,17.4,80,626.3,318,44,15.5,1.4,7.5,15.1,7.1,140.9,516.31,
192,진주,2011-08,25.1,33.8,18.5,82,368.3,107,33,17,1.2,7.9,16.1,7.5,101.3,424.38,
192,진주,2011-09,21.9,34.7,8.7,70,61.3,33.5,13,6.5,1.2,5.4,10.6,5,182.5,492.41,
192,진주,2011-10,14.1,26.9,-.7,70,101.3,49.5,14.5,4,1,5.5,9.9,4.4,216.3,424.42,
192,진주,2011-11,11.2,25.9,-3.5,73,162.2,59.5,,,.9,7,14.4,5.4,146.1,247.82,
192,진주,2011-12,1.3,13.6,-10.2,56,3.5,1.5,,,1.1,5.4,10.4,3.4,209.5,296.36,
192,진주,2012-01,.1,10.9,-12.5,54,9.8,6,,,1.2,5.7,11.4,3.9,203.8,309.44,
192,진주,2012-02,.2,14.9,-14.3,54,14.3,7,,,1.2,7.1,15.2,4.4,187.3,351.73,1
192,진주,2012-03,6.5,20.9,-5.7,60,133.5,45,,,1.5,7.5,16.6,4.8,213.3,452.79,
192,진주,2012-04,12.9,25.7,-1,62,175,93.5,18,3.5,1.5,8.6,14.9,4.4,236.4,541.36,
192,진주,2012-05,18.3,30.1,7.5,66,47.5,27,4,1.5,1.2,6.9,12.6,5.1,230.5,589.68,
192,진주,2012-06,21.7,29.9,14,72,50.1,20.5,9,5,1.3,4.5,11.3,6.7,163.3,489.25,
192,진주,2012-07,25.7,34.7,18.6,82,306.1,70,37,11.5,1.2,7.5,15.8,6.8,181.3,506.12,
192,진주,2012-08,26.5,35.4,18.3,79,378.6,77.5,28,13.5,1.4,9.5,18.4,7,182.5,459.08,
192,진주,2012-09,20.3,29.8,8.2,79,446.3,147,52,22.5,1.1,9.1,21.1,5.2,215.9,414.8,
192,진주,2012-10,14,25.9,2.4,71,45,26,9,6,.9,4.8,10.5,3.1,261.8,422.69,
192,진주,2012-11,6.8,17.4,-3.9,64,58.5,21.5,,,1.2,8.4,12.8,4,202.9,312.57,
192,진주,2012-12,-.2,11.9,-10.8,64,88.2,40.5,,,1.1,6.3,11.6,4,183.9,273.57,14.6
192,진주,2013-01,-1.1,12.7,-13,62,21.4,19.5,,,1,6.8,12.9,3,216,322.65,4
192,진주,2013-02,1.7,18.1,-10.4,56,82.5,61.5,,,1,5.9,10.5,4.6,184.4,341.53,
192,진주,2013-03,8.2,21.7,-6,56,62,30,,,1.3,6.7,12.6,3.4,261.2,541.28,
